
time;gFx;gFy;gFz;wx;wy;wz;
0.548;-0,02;0,17;1,00;0,01;0,54;0,41;
0.55;-0,02;0,17;1,00;0,01;0,49;0,40;
0.55;-0,02;0,17;1,00;0,01;0,49;0,40;
0.551;-0,02;0,17;1,00;0,01;0,43;0,39;
0.551;-0,01;0,17;0,99;0,01;0,43;0,39;
0.553;-0,01;0,17;0,99;0,01;0,38;0,39;
0.553;-0,02;0,17;0,98;0,01;0,38;0,39;
0.554;-0,03;0,16;0,98;0,01;0,38;0,39;
0.554;-0,03;0,16;0,98;0,01;0,33;0,39;
0.556;-0,03;0,15;0,98;0,01;0,33;0,39;
0.557;-0,03;0,15;0,98;0,01;0,27;0,40;
0.56;-0,04;0,13;0,98;0,01;0,27;0,40;
0.56;-0,04;0,13;0,98;0,01;0,23;0,40;
0.563;-0,04;0,12;0,99;0,01;0,23;0,40;
0.564;-0,04;0,12;0,99;0,01;0,20;0,41;
0.566;-0,04;0,12;0,99;0,01;0,17;0,42;
0.566;-0,04;0,11;0,99;0,01;0,17;0,42;
0.569;-0,04;0,11;0,99;0,01;0,15;0,43;
0.57;-0,05;0,10;1,00;0,01;0,15;0,43;
0.57;-0,04;0,10;0,99;0,01;0,15;0,43;
0.57;-0,04;0,10;0,99;0,02;0,14;0,43;
0.57;-0,04;0,09;0,99;0,02;0,14;0,43;
0.571;-0,04;0,09;0,99;0,02;0,12;0,44;
0.575;-0,04;0,09;0,99;0,02;0,11;0,45;
0.576;-0,05;0,08;0,98;0,02;0,11;0,45;
0.579;-0,05;0,08;0,96;0,02;0,11;0,45;
0.58;-0,05;0,08;0,96;0,02;0,09;0,46;
0.581;-0,06;0,07;0,95;0,02;0,09;0,46;
0.582;-0,06;0,07;0,95;0,02;0,06;0,47;
0.582;-0,06;0,07;0,95;0,02;0,05;0,48;
0.582;-0,07;0,07;0,93;0,02;0,05;0,48;
0.586;-0,07;0,07;0,93;0,02;0,02;0,49;
0.586;-0,08;0,07;0,92;0,02;0,02;0,49;
0.59;-0,08;0,07;0,92;0,01;0,00;0,51;
0.59;-0,08;0,07;0,92;0,01;0,00;0,51;
0.591;-0,09;0,07;0,91;0,01;0,00;0,51;
0.591;-0,09;0,07;0,91;0,01;-0,01;0,52;
0.592;-0,09;0,07;0,91;0,00;-0,04;0,53;
0.592;-0,09;0,07;0,91;0,00;-0,04;0,53;
0.595;-0,09;0,07;0,91;-0,00;-0,05;0,55;
0.596;-0,08;0,08;0,91;-0,00;-0,05;0,55;
0.596;-0,08;0,08;0,91;-0,01;-0,05;0,57;
0.597;-0,08;0,09;0,92;-0,01;-0,05;0,57;
0.597;-0,08;0,09;0,92;-0,01;-0,06;0,58;
0.598;-0,07;0,10;0,93;-0,01;-0,06;0,58;
0.604;-0,07;0,10;0,93;-0,01;-0,07;0,59;
0.604;-0,06;0,11;0,93;-0,01;-0,07;0,59;
0.605;-0,04;0,13;0,95;-0,01;-0,07;0,59;
0.605;-0,04;0,13;0,95;-0,01;-0,07;0,60;
0.606;-0,02;0,15;0,96;-0,01;-0,07;0,60;
0.606;-0,02;0,15;0,96;-0,00;-0,07;0,60;
0.61;-0,02;0,15;0,96;-0,00;-0,06;0,60;
0.611;-0,01;0,16;0,98;-0,00;-0,06;0,60;
0.613;0,00;0,17;1,00;-0,00;-0,06;0,60;
0.613;0,00;0,17;1,00;0,00;-0,04;0,60;
0.616;0,00;0,17;1,00;0,01;-0,02;0,59;
0.617;0,02;0,20;1,01;0,01;-0,02;0,59;
0.617;0,02;0,20;1,01;0,03;0,01;0,58;
0.618;0,05;0,21;1,03;0,03;0,01;0,58;
0.621;0,07;0,23;1,04;0,03;0,01;0,58;
0.622;0,07;0,23;1,04;0,03;0,05;0,57;
0.622;0,07;0,23;1,04;0,04;0,10;0,54;
0.623;0,09;0,24;1,05;0,04;0,10;0,54;
0.633;0,11;0,26;1,07;0,04;0,10;0,54;
0.634;0,11;0,26;1,07;0,06;0,15;0,53;
0.634;0,11;0,26;1,07;0,07;0,20;0,50;
0.635;0,12;0,27;1,07;0,07;0,20;0,50;
0.635;0,14;0,29;1,08;0,07;0,20;0,50;
0.636;0,14;0,29;1,08;0,09;0,26;0,48;
0.636;0,14;0,29;1,08;0,11;0,31;0,45;
0.637;0,16;0,31;1,09;0,11;0,31;0,45;
0.637;0,18;0,33;1,08;0,11;0,31;0,45;
0.637;0,18;0,33;1,08;0,13;0,36;0,42;
0.638;0,18;0,33;1,08;0,16;0,41;0,39;
0.638;0,18;0,33;1,09;0,16;0,41;0,39;
0.658;0,18;0,33;1,09;0,18;0,46;0,35;
0.659;0,18;0,34;1,09;0,18;0,46;0,35;
0.66;0,18;0,34;1,09;0,20;0,51;0,32;
0.66;0,19;0,35;1,08;0,20;0,51;0,32;
0.66;0,19;0,35;1,08;0,22;0,55;0,28;
0.661;0,17;0,33;1,07;0,22;0,55;0,28;
0.661;0,17;0,33;1,07;0,24;0,58;0,24;
0.662;0,15;0,30;1,04;0,24;0,58;0,24;
0.662;0,15;0,30;1,04;0,25;0,61;0,20;
0.662;0,11;0,25;1,00;0,25;0,61;0,20;
0.663;0,08;0,21;0,96;0,25;0,61;0,20;
0.663;0,08;0,21;0,96;0,25;0,63;0,16;
0.663;0,08;0,21;0,96;0,25;0,65;0,13;
0.664;0,06;0,19;0,91;0,25;0,65;0,13;
0.664;0,06;0,19;0,91;0,23;0,66;0,10;
0.664;0,05;0,17;0,87;0,23;0,66;0,10;
0.665;0,05;0,17;0,87;0,21;0,65;0,07;
0.665;0,03;0,16;0,81;0,21;0,65;0,07;
0.665;0,03;0,16;0,81;0,17;0,62;0,05;
0.666;0,01;0,15;0,77;0,17;0,62;0,05;
0.666;-0,02;0,15;0,72;0,17;0,62;0,05;
0.666;-0,02;0,15;0,72;0,12;0,58;0,02;
0.669;-0,02;0,15;0,72;0,07;0,52;0,01;
0.67;-0,03;0,15;0,67;0,07;0,52;0,01;
0.67;-0,03;0,15;0,67;0,01;0,44;-0,01;
0.67;-0,04;0,14;0,64;0,01;0,44;-0,01;
0.676;-0,05;0,14;0,62;0,01;0,44;-0,01;
0.678;-0,05;0,14;0,62;-0,06;0,34;-0,02;
0.679;-0,06;0,15;0,60;-0,06;0,34;-0,02;
0.679;-0,06;0,15;0,60;-0,13;0,20;-0,02;
0.68;-0,06;0,16;0,58;-0,13;0,20;-0,02;
0.681;-0,06;0,16;0,58;-0,20;0,05;-0,02;
0.682;-0,06;0,16;0,58;-0,28;-0,09;-0,02;
0.683;-0,06;0,18;0,58;-0,28;-0,09;-0,02;
0.684;-0,06;0,18;0,58;-0,36;-0,24;-0,01;
0.685;-0,07;0,18;0,59;-0,36;-0,24;-0,01;
0.686;-0,07;0,18;0,59;-0,44;-0,38;-0,01;
0.686;-0,06;0,19;0,61;-0,44;-0,38;-0,01;
0.688;-0,06;0,19;0,61;-0,52;-0,52;0,01;
0.689;-0,05;0,19;0,63;-0,52;-0,52;0,01;
0.692;-0,06;0,20;0,68;-0,52;-0,52;0,01;
0.693;-0,06;0,20;0,68;-0,59;-0,64;0,01;
0.693;-0,06;0,20;0,68;-0,65;-0,74;0,02;
0.694;-0,06;0,24;0,77;-0,65;-0,74;0,02;
0.696;-0,06;0,24;0,77;-0,70;-0,83;0,02;
0.697;-0,08;0,21;0,81;-0,70;-0,83;0,02;
0.698;-0,08;0,21;0,81;-0,73;-0,90;0,04;
0.698;-0,10;0,17;0,84;-0,73;-0,90;0,04;
0.699;-0,10;0,17;0,84;-0,76;-0,96;0,06;
0.699;-0,11;0,14;0,87;-0,76;-0,96;0,06;
0.702;-0,11;0,14;0,87;-0,79;-1,01;0,07;
0.702;-0,11;0,12;0,91;-0,79;-1,01;0,07;
0.707;-0,11;0,12;0,91;-0,80;-1,03;0,10;
0.708;-0,11;0,11;0,95;-0,80;-1,03;0,10;
0.708;-0,09;0,11;0,98;-0,80;-1,03;0,10;
0.709;-0,09;0,11;0,98;-0,80;-1,04;0,12;
0.712;-0,09;0,11;0,98;-0,79;-1,04;0,14;
0.712;-0,08;0,11;1,01;-0,79;-1,04;0,14;
0.712;-0,06;0,12;1,04;-0,79;-1,04;0,14;
0.712;-0,06;0,12;1,04;-0,77;-1,03;0,16;
0.713;-0,04;0,14;1,07;-0,77;-1,03;0,16;
0.713;-0,04;0,14;1,07;-0,75;-1,00;0,17;
0.717;-0,04;0,14;1,07;-0,71;-0,97;0,17;
0.718;-0,02;0,15;1,09;-0,71;-0,97;0,17;
0.72;-0,02;0,15;1,09;-0,67;-0,92;0,18;
0.72;-0,01;0,15;1,12;-0,67;-0,92;0,18;
0.726;-0,01;0,15;1,12;-0,62;-0,86;0,18;
0.726;0,00;0,15;1,14;-0,62;-0,86;0,18;
0.727;0,01;0,15;1,17;-0,62;-0,86;0,18;
0.727;0,01;0,15;1,17;-0,57;-0,79;0,17;
0.729;0,01;0,15;1,17;-0,52;-0,71;0,17;
0.729;0,02;0,15;1,18;-0,52;-0,71;0,17;
0.731;0,03;0,15;1,19;-0,52;-0,71;0,17;
0.732;0,03;0,15;1,19;-0,46;-0,62;0,16;
0.732;0,04;0,14;1,19;-0,46;-0,62;0,16;
0.732;0,04;0,14;1,19;-0,41;-0,53;0,15;
0.734;0,04;0,14;1,19;-0,35;-0,43;0,13;
0.735;0,04;0,14;1,20;-0,35;-0,43;0,13;
0.736;0,04;0,14;1,20;-0,30;-0,33;0,10;
0.736;0,05;0,14;1,20;-0,30;-0,33;0,10;
0.737;0,05;0,14;1,20;-0,24;-0,23;0,08;
0.738;0,06;0,13;1,20;-0,24;-0,23;0,08;
0.742;0,05;0,13;1,19;-0,24;-0,23;0,08;
0.742;0,05;0,13;1,19;-0,19;-0,14;0,05;
0.746;0,05;0,13;1,19;-0,14;-0,05;0,04;
0.746;0,05;0,13;1,19;-0,14;-0,05;0,04;
0.747;0,05;0,13;1,19;-0,08;0,02;0,03;
0.747;0,04;0,13;1,19;-0,08;0,02;0,03;
0.75;0,04;0,13;1,19;-0,03;0,10;0,02;
0.75;0,04;0,13;1,17;-0,03;0,10;0,02;
0.752;0,05;0,14;1,16;-0,03;0,10;0,02;
0.753;0,05;0,14;1,16;0,02;0,16;0,02;
0.757;0,05;0,14;1,16;0,07;0,21;0,01;
0.758;0,05;0,14;1,15;0,07;0,21;0,01;
0.76;0,05;0,14;1,15;0,11;0,26;0,01;
0.76;0,05;0,14;1,15;0,14;0,30;0,00;
0.761;0,05;0,14;1,14;0,14;0,30;0,00;
0.761;0,05;0,14;1,13;0,14;0,30;0,00;
0.762;0,05;0,14;1,13;0,18;0,33;-0,00;
0.763;0,05;0,15;1,12;0,18;0,33;-0,00;
0.764;0,05;0,15;1,12;0,21;0,38;-0,01;
0.765;0,06;0,15;1,10;0,21;0,38;-0,01;
0.768;0,06;0,15;1,10;0,24;0,41;-0,02;
0.769;0,06;0,15;1,09;0,24;0,41;-0,02;
0.772;0,06;0,15;1,09;0,27;0,44;-0,04;
0.772;0,06;0,15;1,08;0,27;0,44;-0,04;
0.775;0,06;0,16;1,06;0,27;0,44;-0,04;
0.776;0,06;0,16;1,06;0,29;0,48;-0,06;
0.776;0,06;0,16;1,06;0,32;0,50;-0,07;
0.777;0,05;0,16;1,04;0,32;0,50;-0,07;
0.777;0,05;0,16;1,04;0,33;0,52;-0,08;
0.778;0,05;0,16;1,03;0,33;0,52;-0,08;
0.779;0,05;0,16;1,03;0,35;0,53;-0,10;
0.78;0,05;0,15;1,01;0,35;0,53;-0,10;
0.783;0,04;0,15;0,99;0,35;0,53;-0,10;
0.784;0,04;0,15;0,99;0,36;0,53;-0,11;
0.786;0,04;0,15;0,98;0,36;0,53;-0,11;
0.786;0,04;0,15;0,98;0,37;0,53;-0,12;
0.79;0,03;0,16;0,96;0,37;0,53;-0,12;
0.792;0,03;0,16;0,96;0,37;0,53;-0,13;
0.792;0,02;0,16;0,95;0,37;0,53;-0,13;
0.792;0,02;0,16;0,95;0,37;0,51;-0,13;
0.795;0,02;0,16;0,95;0,37;0,50;-0,14;
0.795;0,02;0,16;0,94;0,37;0,50;-0,14;
0.796;0,01;0,17;0,93;0,37;0,50;-0,14;
0.796;0,01;0,17;0,93;0,37;0,50;-0,14;
0.799;-0,00;0,18;0,92;0,37;0,50;-0,14;
0.799;-0,00;0,18;0,92;0,36;0,50;-0,15;
0.799;-0,01;0,19;0,92;0,36;0,50;-0,15;
0.8;-0,01;0,19;0,92;0,34;0,50;-0,16;
0.804;-0,03;0,19;0,91;0,34;0,50;-0,16;
0.805;-0,03;0,19;0,91;0,33;0,50;-0,16;
0.809;-0,03;0,19;0,91;0,30;0,50;-0,16;
0.81;-0,04;0,19;0,90;0,30;0,50;-0,16;
0.81;-0,04;0,19;0,90;0,28;0,51;-0,16;
0.811;-0,06;0,19;0,89;0,28;0,51;-0,16;
0.811;-0,08;0,19;0,89;0,28;0,51;-0,16;
0.812;-0,08;0,19;0,89;0,25;0,50;-0,15;
0.812;-0,08;0,19;0,89;0,23;0,50;-0,14;
0.813;-0,09;0,19;0,88;0,23;0,50;-0,14;
0.816;-0,10;0,20;0,88;0,23;0,50;-0,14;
0.817;-0,10;0,20;0,88;0,21;0,49;-0,12;
0.818;-0,10;0,20;0,88;0,18;0,47;-0,09;
0.818;-0,11;0,20;0,88;0,18;0,47;-0,09;
0.828;-0,11;0,20;0,88;0,15;0,45;-0,07;
0.829;-0,12;0,20;0,88;0,15;0,45;-0,07;
0.83;-0,12;0,20;0,88;0,12;0,42;-0,05;
0.83;-0,12;0,20;0,88;0,12;0,42;-0,05;
0.831;-0,12;0,20;0,88;0,10;0,40;-0,02;
0.831;-0,13;0,20;0,88;0,10;0,40;-0,02;
0.832;-0,13;0,20;0,88;0,08;0,37;0,01;
0.832;-0,13;0,20;0,87;0,08;0,37;0,01;
0.833;-0,13;0,20;0,88;0,08;0,37;0,01;
0.833;-0,13;0,20;0,88;0,05;0,34;0,03;
0.834;-0,13;0,20;0,88;0,03;0,31;0,06;
0.834;-0,13;0,20;0,88;0,03;0,31;0,06;
0.836;-0,13;0,20;0,88;-0,00;0,28;0,08;
0.837;-0,12;0,20;0,89;-0,00;0,28;0,08;
0.854;-0,12;0,20;0,89;-0,03;0,25;0,11;
0.854;-0,12;0,19;0,90;-0,03;0,25;0,11;
0.855;-0,12;0,19;0,90;-0,06;0,23;0,13;
0.855;-0,11;0,19;0,91;-0,06;0,23;0,13;
0.856;-0,11;0,19;0,91;-0,08;0,20;0,15;
0.856;-0,10;0,19;0,92;-0,08;0,20;0,15;
0.856;-0,10;0,20;0,93;-0,08;0,20;0,15;
0.857;-0,10;0,20;0,93;-0,10;0,17;0,16;
0.857;-0,10;0,20;0,93;-0,12;0,15;0,18;
0.857;-0,08;0,19;0,94;-0,12;0,15;0,18;
0.858;-0,08;0,19;0,94;-0,13;0,12;0,18;
0.858;-0,08;0,20;0,96;-0,13;0,12;0,18;
0.858;-0,07;0,19;0,97;-0,13;0,12;0,18;
0.859;-0,07;0,19;0,97;-0,13;0,09;0,19;
0.859;-0,07;0,19;0,97;-0,14;0,07;0,20;
0.859;-0,06;0,19;0,98;-0,14;0,07;0,20;
0.86;-0,06;0,19;0,98;-0,15;0,04;0,20;
0.86;-0,05;0,19;1,00;-0,15;0,04;0,20;
0.86;-0,05;0,19;1,00;-0,15;0,02;0,20;
0.861;-0,04;0,19;1,01;-0,15;0,02;0,20;
0.863;-0,04;0,19;1,01;-0,15;0,00;0,21;
0.864;-0,03;0,19;1,03;-0,15;0,00;0,21;
0.864;-0,03;0,19;1,03;-0,15;-0,01;0,20;
0.864;-0,02;0,19;1,04;-0,15;-0,01;0,20;
0.867;-0,01;0,19;1,05;-0,15;-0,01;0,20;
0.867;-0,01;0,19;1,05;-0,13;-0,02;0,20;
0.869;-0,01;0,19;1,05;-0,12;-0,02;0,19;
0.87;0,00;0,19;1,07;-0,12;-0,02;0,19;
0.874;0,00;0,19;1,07;-0,10;-0,01;0,18;
0.875;0,01;0,18;1,08;-0,10;-0,01;0,18;
0.876;0,01;0,18;1,09;-0,10;-0,01;0,18;
0.876;0,01;0,18;1,09;-0,08;-0,01;0,16;
0.88;0,01;0,18;1,09;-0,06;-0,00;0,15;
0.881;0,03;0,19;1,10;-0,06;-0,00;0,15;
0.883;0,03;0,19;1,10;-0,03;0,01;0,13;
0.883;0,04;0,18;1,11;-0,03;0,01;0,13;
0.884;0,04;0,18;1,11;-0,03;0,01;0,13;
0.884;0,04;0,18;1,11;-0,00;0,01;0,12;
0.886;0,04;0,18;1,11;0,03;0,01;0,10;
0.886;0,05;0,18;1,12;0,03;0,01;0,10;
0.89;0,05;0,18;1,12;0,06;0,01;0,07;
0.891;0,06;0,18;1,12;0,06;0,01;0,07;
0.892;0,06;0,18;1,12;0,10;0,02;0,05;
0.893;0,06;0,18;1,13;0,10;0,02;0,05;
0.893;0,06;0,18;1,13;0,14;0,02;0,03;
0.894;0,07;0,18;1,13;0,14;0,02;0,03;
0.895;0,07;0,18;1,13;0,17;0,02;0,00;
0.895;0,07;0,19;1,12;0,17;0,02;0,00;
0.899;0,07;0,19;1,11;0,17;0,02;0,00;
0.9;0,07;0,19;1,11;0,20;0,04;-0,02;
0.9;0,07;0,19;1,11;0,23;0,06;-0,05;
0.901;0,06;0,19;1,10;0,23;0,06;-0,05;
0.904;0,06;0,19;1,10;0,25;0,07;-0,06;
0.904;0,06;0,19;1,09;0,25;0,07;-0,06;
0.909;0,06;0,19;1,09;0,26;0,08;-0,08;
0.91;0,05;0,20;1,07;0,26;0,08;-0,08;
0.91;0,05;0,20;1,06;0,26;0,08;-0,08;
0.911;0,05;0,20;1,06;0,28;0,10;-0,10;
0.911;0,05;0,20;1,06;0,29;0,11;-0,11;
0.912;0,04;0,20;1,04;0,29;0,11;-0,11;
0.913;0,03;0,21;1,03;0,29;0,11;-0,11;
0.914;0,03;0,21;1,03;0,30;0,12;-0,12;
0.916;0,03;0,21;1,03;0,30;0,13;-0,13;
0.917;0,03;0,20;1,01;0,30;0,13;-0,13;
0.92;0,03;0,20;0,99;0,30;0,13;-0,13;
0.921;0,03;0,20;0,99;0,30;0,13;-0,14;
0.922;0,03;0,20;0,99;0,30;0,13;-0,14;
0.922;0,02;0,21;0,97;0,30;0,13;-0,14;
0.926;0,02;0,21;0,97;0,30;0,12;-0,15;
0.926;0,02;0,21;0,96;0,30;0,12;-0,15;
0.927;0,02;0,21;0,96;0,29;0,12;-0,16;
0.927;0,01;0,21;0,94;0,29;0,12;-0,16;
0.939;0,01;0,21;0,94;0,28;0,11;-0,16;
0.94;0,00;0,21;0,92;0,28;0,11;-0,16;
0.94;0,00;0,22;0,91;0,28;0,11;-0,16;
0.941;0,00;0,22;0,91;0,26;0,10;-0,16;
0.941;0,00;0,22;0,91;0,24;0,09;-0,16;
0.942;-0,00;0,22;0,90;0,24;0,09;-0,16;
0.942;-0,00;0,22;0,90;0,22;0,09;-0,16;
0.942;-0,01;0,22;0,89;0,22;0,09;-0,16;
0.943;-0,01;0,22;0,89;0,19;0,08;-0,16;
0.943;-0,01;0,22;0,88;0,19;0,08;-0,16;
0.944;-0,01;0,22;0,88;0,17;0,07;-0,15;
0.944;-0,02;0,22;0,88;0,17;0,07;-0,15;
0.945;-0,02;0,22;0,88;0,13;0,07;-0,15;
0.946;-0,02;0,22;0,88;0,13;0,07;-0,15;
0.946;-0,02;0,22;0,88;0,10;0,07;-0,14;
0.947;-0,02;0,22;0,88;0,07;0,07;-0,14;
0.947;-0,03;0,23;0,89;0,07;0,07;-0,14;
0.947;-0,03;0,23;0,89;0,07;0,07;-0,14;
0.948;-0,03;0,23;0,89;0,05;0,06;-0,13;
0.949;-0,03;0,23;0,90;0,05;0,06;-0,13;
0.967;-0,03;0,23;0,90;0,03;0,05;-0,12;
0.968;-0,04;0,23;0,90;0,03;0,05;-0,12;
0.968;-0,04;0,23;0,90;0,01;0,04;-0,12;
0.968;-0,04;0,23;0,91;0,01;0,04;-0,12;
0.969;-0,04;0,23;0,91;-0,01;0,02;-0,11;
0.969;-0,03;0,23;0,92;-0,01;0,02;-0,11;
0.969;-0,04;0,23;0,93;-0,01;0,02;-0,11;
0.969;-0,04;0,23;0,93;-0,03;0,01;-0,10;
0.969;-0,04;0,23;0,93;-0,04;-0,01;-0,09;
0.97;-0,04;0,23;0,93;-0,04;-0,01;-0,09;
0.97;-0,04;0,23;0,93;-0,04;-0,03;-0,08;
0.97;-0,03;0,22;0,94;-0,04;-0,03;-0,08;
0.97;-0,03;0,22;0,95;-0,04;-0,03;-0,08;
0.971;-0,03;0,22;0,95;-0,05;-0,05;-0,07;
0.975;-0,03;0,22;0,95;-0,05;-0,06;-0,06;
0.976;-0,03;0,22;0,96;-0,05;-0,06;-0,06;
0.977;-0,02;0,22;0,97;-0,05;-0,06;-0,06;
0.977;-0,02;0,22;0,97;-0,05;-0,07;-0,04;
0.977;-0,02;0,22;0,97;-0,05;-0,09;-0,03;
0.977;-0,02;0,22;0,97;-0,05;-0,09;-0,03;
0.98;-0,02;0,22;0,97;-0,04;-0,09;-0,03;
0.981;-0,01;0,22;0,98;-0,04;-0,09;-0,03;
0.982;-0,01;0,22;0,98;-0,05;-0,09;-0,02;
0.982;-0,00;0,22;0,98;-0,05;-0,09;-0,02;
0.983;0,00;0,22;0,98;-0,05;-0,09;-0,02;
0.983;0,00;0,22;0,98;-0,05;-0,08;-0,02;
0.987;0,00;0,22;0,98;-0,04;-0,07;-0,02;
0.988;0,01;0,22;0,98;-0,04;-0,07;-0,02;
0.991;0,01;0,22;0,98;-0,05;-0,07;-0,02;
0.992;0,02;0,22;0,98;-0,05;-0,07;-0,02;
0.993;0,03;0,22;0,99;-0,05;-0,07;-0,02;
0.993;0,03;0,22;0,99;-0,05;-0,05;-0,03;
0.993;0,03;0,22;0,99;-0,05;-0,04;-0,03;
0.994;0,03;0,22;0,99;-0,05;-0,04;-0,03;
0.994;0,03;0,22;0,99;-0,05;-0,04;-0,03;
0.994;0,03;0,22;0,99;-0,04;-0,03;-0,04;
0.999;0,03;0,22;0,99;-0,04;-0,03;-0,04;
1.0;0,03;0,22;0,98;-0,04;-0,03;-0,04;
1.002;0,04;0,22;0,98;-0,04;-0,03;-0,04;
1.002;0,04;0,22;0,98;-0,04;-0,02;-0,05;
1.004;0,04;0,22;0,98;-0,04;-0,01;-0,06;
1.005;0,03;0,22;0,98;-0,04;-0,01;-0,06;
1.007;0,03;0,22;0,98;-0,03;-0,01;-0,06;
1.008;0,03;0,22;0,97;-0,03;-0,01;-0,06;
1.009;0,03;0,22;0,97;-0,04;-0,01;-0,07;
1.009;0,04;0,21;0,97;-0,04;-0,01;-0,07;
1.01;0,04;0,21;0,97;-0,04;-0,01;-0,07;
1.01;0,03;0,22;0,97;-0,04;-0,01;-0,07;
1.013;0,03;0,22;0,97;-0,04;-0,01;-0,07;
1.013;0,03;0,22;0,97;-0,03;-0,02;-0,08;
1.016;0,03;0,22;0,97;-0,03;-0,03;-0,09;
1.016;0,03;0,22;0,98;-0,03;-0,03;-0,09;
1.019;0,03;0,22;0,98;-0,03;-0,03;-0,09;
1.019;0,03;0,22;0,98;-0,03;-0,03;-0,09;
1.02;0,03;0,22;0,98;-0,03;-0,03;-0,10;
1.021;0,02;0,22;0,99;-0,03;-0,03;-0,10;
1.034;0,02;0,23;0,98;-0,03;-0,03;-0,10;
1.035;0,02;0,23;0,98;-0,02;-0,04;-0,11;
1.036;0,02;0,23;0,98;-0,01;-0,04;-0,12;
1.036;0,01;0,22;0,98;-0,01;-0,04;-0,12;
1.037;0,01;0,22;0,98;-0,00;-0,04;-0,13;
1.037;-0,00;0,22;0,98;-0,00;-0,04;-0,13;
1.038;-0,00;0,22;0,98;0,01;-0,04;-0,13;
1.038;-0,01;0,22;0,98;0,01;-0,04;-0,13;
1.038;-0,01;0,22;0,98;0,02;-0,04;-0,12;
1.039;-0,01;0,23;0,98;0,02;-0,04;-0,12;
1.059;-0,01;0,23;0,98;0,02;-0,04;-0,12;
1.06;-0,01;0,23;0,98;0,03;-0,04;-0,12;
1.06;-0,02;0,22;0,98;0,03;-0,04;-0,12;
1.06;-0,02;0,22;0,98;0,04;-0,04;-0,12;
1.061;-0,02;0,22;0,98;0,05;-0,03;-0,11;
1.061;-0,02;0,22;0,98;0,06;-0,02;-0,10;
1.061;-0,02;0,23;0,98;0,06;-0,02;-0,10;
1.061;-0,02;0,23;0,97;0,06;-0,02;-0,10;
1.062;-0,02;0,23;0,97;0,06;-0,01;-0,08;
1.062;-0,03;0,23;0,96;0,06;-0,01;-0,08;
1.064;-0,03;0,24;0,96;0,06;-0,01;-0,08;
1.064;-0,03;0,24;0,96;0,07;0,01;-0,07;
1.064;-0,03;0,24;0,96;0,07;0,02;-0,06;
1.065;-0,02;0,23;0,95;0,07;0,02;-0,06;
1.065;-0,02;0,23;0,94;0,07;0,02;-0,06;
1.065;-0,02;0,23;0,94;0,07;0,05;-0,05;
1.065;-0,02;0,24;0,93;0,07;0,05;-0,05;
1.066;-0,02;0,24;0,93;0,06;0,07;-0,05;
1.066;-0,02;0,24;0,93;0,05;0,08;-0,04;
1.066;-0,02;0,24;0,92;0,05;0,08;-0,04;
1.066;-0,02;0,24;0,92;0,04;0,09;-0,04;
1.066;-0,02;0,24;0,91;0,04;0,09;-0,04;
1.067;-0,02;0,24;0,91;0,02;0,10;-0,04;
1.067;-0,02;0,24;0,89;0,02;0,10;-0,04;
1.067;-0,02;0,24;0,88;0,02;0,10;-0,04;
1.067;-0,02;0,24;0,88;-0,00;0,11;-0,03;
1.069;-0,02;0,24;0,88;-0,02;0,11;-0,03;
1.069;-0,02;0,24;0,88;-0,02;0,11;-0,03;
1.072;-0,02;0,24;0,88;-0,04;0,12;-0,03;
1.072;-0,02;0,24;0,88;-0,04;0,12;-0,03;
1.074;-0,02;0,24;0,88;-0,06;0,13;-0,03;
1.074;-0,02;0,24;0,88;-0,06;0,13;-0,03;
1.077;-0,02;0,24;0,89;-0,06;0,13;-0,03;
1.078;-0,02;0,24;0,89;-0,09;0,13;-0,02;
1.078;-0,02;0,24;0,89;-0,11;0,14;-0,02;
1.079;-0,01;0,23;0,89;-0,11;0,14;-0,02;
1.079;-0,02;0,23;0,89;-0,11;0,14;-0,02;
1.079;-0,02;0,23;0,89;-0,13;0,14;-0,02;
1.083;-0,01;0,22;0,89;-0,13;0,14;-0,02;
1.083;-0,01;0,22;0,89;-0,15;0,13;-0,02;
1.084;-0,01;0,22;0,89;-0,17;0,11;-0,02;
1.084;-0,01;0,22;0,89;-0,17;0,11;-0,02;
1.09;-0,01;0,22;0,91;-0,17;0,11;-0,02;
1.09;-0,01;0,22;0,91;-0,19;0,10;-0,03;
1.09;-0,01;0,22;0,91;-0,21;0,10;-0,04;
1.091;0,00;0,22;0,92;-0,21;0,10;-0,04;
1.094;0,00;0,23;0,93;-0,21;0,10;-0,04;
1.094;0,00;0,23;0,93;-0,23;0,10;-0,05;
1.095;0,00;0,23;0,93;-0,24;0,10;-0,06;
1.095;0,00;0,22;0,94;-0,24;0,10;-0,06;
1.096;0,01;0,23;0,95;-0,24;0,10;-0,06;
1.096;0,01;0,23;0,95;-0,25;0,10;-0,07;
1.099;0,01;0,23;0,96;-0,25;0,10;-0,07;
1.099;0,01;0,23;0,96;-0,26;0,10;-0,09;
1.104;0,01;0,23;0,96;-0,26;0,10;-0,09;
1.104;0,01;0,23;0,96;-0,26;0,09;-0,10;
1.105;0,01;0,23;0,97;-0,26;0,09;-0,10;
1.105;0,01;0,23;0,97;-0,26;0,07;-0,11;
1.109;0,01;0,23;0,97;-0,25;0,05;-0,12;
1.11;0,00;0,23;0,98;-0,25;0,05;-0,12;
1.113;-0,01;0,21;0,99;-0,25;0,05;-0,12;
